file_name,tag
happy_1169.wav,happy
happy_117.wav,happy
happy_1172.wav,happy
happy_1173.wav,happy
happy_1174.wav,happy
happy_1177.wav,happy
happy_1178.wav,happy
happy_1179.wav,happy
happy_118.wav,happy
happy_1182.wav,happy
happy_1183.wav,happy
happy_1184.wav,happy
happy_1187.wav,happy
happy_1188.wav,happy
happy_1189.wav,happy
happy_119.wav,happy
happy_1192.wav,happy
happy_1193.wav,happy
happy_1194.wav,happy
happy_1197.wav,happy
happy_1198.wav,happy
happy_1199.wav,happy
happy_12.wav,happy
happy_1202.wav,happy
happy_1203.wav,happy
happy_1204.wav,happy
happy_1207.wav,happy
happy_1208.wav,happy
happy_1209.wav,happy
happy_1212.wav,happy
happy_1213.wav,happy
happy_1214.wav,happy
happy_1217.wav,happy
happy_1218.wav,happy
happy_1219.wav,happy
happy_122.wav,happy
happy_1222.wav,happy
happy_1223.wav,happy
happy_1224.wav,happy
happy_1227.wav,happy
happy_1228.wav,happy
happy_1229.wav,happy
happy_123.wav,happy
happy_1232.wav,happy
happy_1233.wav,happy
happy_1234.wav,happy
happy_1237.wav,happy
happy_1238.wav,happy
happy_1239.wav,happy
happy_124.wav,happy
happy_1242.wav,happy
happy_1243.wav,happy
happy_1244.wav,happy
happy_1247.wav,happy
happy_1248.wav,happy
happy_1249.wav,happy
happy_1252.wav,happy
happy_1253.wav,happy
happy_1254.wav,happy
happy_1257.wav,happy
happy_1258.wav,happy
happy_1259.wav,happy
happy_1262.wav,happy
happy_1263.wav,happy
happy_1264.wav,happy
happy_1267.wav,happy
happy_1268.wav,happy
happy_1269.wav,happy
happy_127.wav,happy
happy_1272.wav,happy
happy_1273.wav,happy
happy_1274.wav,happy
happy_1277.wav,happy
happy_1278.wav,happy
happy_1279.wav,happy
happy_128.wav,happy
happy_1282.wav,happy
happy_1283.wav,happy
happy_1284.wav,happy
happy_1287.wav,happy
happy_1288.wav,happy
happy_1289.wav,happy
happy_129.wav,happy
happy_1292.wav,happy
happy_1293.wav,happy
happy_1294.wav,happy
happy_1297.wav,happy
happy_1298.wav,happy
happy_1299.wav,happy
happy_13.wav,happy
happy_1302.wav,happy
happy_1303.wav,happy
happy_1304.wav,happy
happy_1307.wav,happy
happy_1308.wav,happy
happy_1309.wav,happy
happy_1312.wav,happy
happy_1313.wav,happy
happy_1314.wav,happy
happy_1317.wav,happy
happy_1318.wav,happy
happy_1319.wav,happy
happy_132.wav,happy
happy_1323.wav,happy
happy_1324.wav,happy
happy_1328.wav,happy
happy_1329.wav,happy
happy_133.wav,happy
happy_1332.wav,happy
happy_1333.wav,happy
happy_1334.wav,happy
happy_1337.wav,happy
happy_1338.wav,happy
happy_1339.wav,happy
happy_134.wav,happy
happy_1342.wav,happy
happy_1343.wav,happy
happy_1344.wav,happy
happy_1347.wav,happy
happy_1348.wav,happy
happy_1349.wav,happy
happy_1352.wav,happy
happy_1353.wav,happy
happy_1354.wav,happy
happy_1357.wav,happy
happy_1358.wav,happy
happy_1359.wav,happy
happy_1362.wav,happy
happy_1363.wav,happy
happy_1364.wav,happy
happy_1367.wav,happy
happy_1368.wav,happy
happy_1369.wav,happy
happy_137.wav,happy
happy_1372.wav,happy
happy_1373.wav,happy
happy_1374.wav,happy
happy_1377.wav,happy
happy_1378.wav,happy
happy_1379.wav,happy
happy_138.wav,happy
happy_1382.wav,happy
happy_1383.wav,happy
happy_1384.wav,happy
happy_1387.wav,happy
happy_1388.wav,happy
happy_1389.wav,happy
happy_139.wav,happy
happy_1392.wav,happy
happy_1393.wav,happy
happy_1394.wav,happy
happy_1397.wav,happy
happy_1398.wav,happy
happy_1399.wav,happy
happy_14.wav,happy
happy_1402.wav,happy
happy_1403.wav,happy
happy_1404.wav,happy
happy_1407.wav,happy
happy_1408.wav,happy
happy_1409.wav,happy
happy_1412.wav,happy
happy_1413.wav,happy
happy_1414.wav,happy
happy_1417.wav,happy
happy_1418.wav,happy
happy_1419.wav,happy
happy_142.wav,happy
happy_1422.wav,happy
happy_1423.wav,happy
happy_1424.wav,happy
happy_1427.wav,happy
happy_1428.wav,happy
happy_1429.wav,happy
happy_143.wav,happy
happy_1432.wav,happy
happy_1433.wav,happy
happy_1434.wav,happy
happy_1437.wav,happy
happy_1438.wav,happy
happy_1439.wav,happy
happy_144.wav,happy
happy_1442.wav,happy
happy_1443.wav,happy
happy_1444.wav,happy
happy_1447.wav,happy
happy_1448.wav,happy
happy_1449.wav,happy
happy_1452.wav,happy
happy_1453.wav,happy
happy_1454.wav,happy
happy_1457.wav,happy
happy_1458.wav,happy
happy_1459.wav,happy
happy_1462.wav,happy
happy_1463.wav,happy
happy_1464.wav,happy
happy_1467.wav,happy
happy_1468.wav,happy
happy_1469.wav,happy
happy_147.wav,happy
happy_1472.wav,happy
happy_1473.wav,happy
happy_1474.wav,happy
happy_1477.wav,happy
happy_1478.wav,happy
happy_1479.wav,happy
happy_148.wav,happy
happy_1482.wav,happy
happy_1483.wav,happy
happy_1484.wav,happy
happy_1487.wav,happy
happy_1488.wav,happy
happy_1489.wav,happy
happy_149.wav,happy
happy_1492.wav,happy
happy_1493.wav,happy
happy_1494.wav,happy
happy_1497.wav,happy
happy_1498.wav,happy
happy_1499.wav,happy
happy_1502.wav,happy
happy_1503.wav,happy
happy_1504.wav,happy
happy_1507.wav,happy
happy_1508.wav,happy
happy_1509.wav,happy
happy_1512.wav,happy
happy_1513.wav,happy
happy_1514.wav,happy
happy_1517.wav,happy
happy_1518.wav,happy
happy_1519.wav,happy
happy_152.wav,happy
happy_1522.wav,happy
happy_1523.wav,happy
happy_1524.wav,happy
happy_1527.wav,happy
happy_1528.wav,happy
happy_1529.wav,happy
happy_153.wav,happy
happy_1532.wav,happy
happy_1533.wav,happy
happy_1534.wav,happy
happy_1537.wav,happy
happy_1538.wav,happy
happy_1539.wav,happy
happy_154.wav,happy
happy_1542.wav,happy
happy_1543.wav,happy
happy_1544.wav,happy
happy_1547.wav,happy
happy_1548.wav,happy
happy_1549.wav,happy
happy_1552.wav,happy
happy_1553.wav,happy
happy_1554.wav,happy
happy_1557.wav,happy
happy_1558.wav,happy
happy_1559.wav,happy
happy_1562.wav,happy
happy_1563.wav,happy
happy_1564.wav,happy
happy_1567.wav,happy
happy_1568.wav,happy
happy_1569.wav,happy
happy_157.wav,happy
happy_1572.wav,happy
happy_1573.wav,happy
happy_1574.wav,happy
happy_1577.wav,happy
happy_1578.wav,happy
happy_1579.wav,happy
happy_158.wav,happy
happy_1582.wav,happy
happy_1583.wav,happy
happy_1584.wav,happy
happy_1587.wav,happy
happy_1588.wav,happy
happy_1589.wav,happy
happy_159.wav,happy
happy_1592.wav,happy
happy_1593.wav,happy
happy_1594.wav,happy
happy_1597.wav,happy
happy_1598.wav,happy
happy_1599.wav,happy
happy_1602.wav,happy
happy_1603.wav,happy
happy_1604.wav,happy
happy_1607.wav,happy
happy_1608.wav,happy
happy_1609.wav,happy
happy_1612.wav,happy
happy_1613.wav,happy
happy_1614.wav,happy
happy_1617.wav,happy
happy_1618.wav,happy
happy_1619.wav,happy
happy_162.wav,happy
happy_1622.wav,happy
happy_1623.wav,happy
happy_1624.wav,happy
happy_1627.wav,happy
happy_1628.wav,happy
happy_1629.wav,happy
happy_163.wav,happy
happy_1632.wav,happy
happy_1633.wav,happy
happy_1634.wav,happy
happy_1637.wav,happy
happy_1638.wav,happy
happy_1639.wav,happy
happy_164.wav,happy
happy_1642.wav,happy
happy_1643.wav,happy
happy_1644.wav,happy
happy_1647.wav,happy
happy_1648.wav,happy
happy_1649.wav,happy
happy_1652.wav,happy
happy_1653.wav,happy
happy_1654.wav,happy
happy_1657.wav,happy
happy_1658.wav,happy
happy_1659.wav,happy
happy_1662.wav,happy
happy_1663.wav,happy
happy_1664.wav,happy
happy_1667.wav,happy
happy_1668.wav,happy
happy_1669.wav,happy
happy_167.wav,happy
happy_1672.wav,happy
happy_1673.wav,happy
happy_1674.wav,happy
happy_1677.wav,happy
happy_1678.wav,happy
happy_1679.wav,happy
happy_168.wav,happy
happy_1682.wav,happy
happy_1683.wav,happy
happy_1684.wav,happy
happy_1687.wav,happy
happy_1688.wav,happy
happy_1689.wav,happy
happy_169.wav,happy
happy_1692.wav,happy
happy_1693.wav,happy
happy_1694.wav,happy
happy_1697.wav,happy
happy_1698.wav,happy
happy_1699.wav,happy
happy_17.wav,happy
happy_1702.wav,happy
happy_1703.wav,happy
happy_1704.wav,happy
happy_1707.wav,happy
happy_1708.wav,happy
happy_1709.wav,happy
happy_1712.wav,happy
happy_1713.wav,happy
happy_1714.wav,happy
happy_1717.wav,happy
happy_1718.wav,happy
happy_1719.wav,happy
happy_172.wav,happy
happy_1722.wav,happy
happy_1723.wav,happy
happy_1724.wav,happy
happy_1727.wav,happy
happy_1728.wav,happy
happy_1729.wav,happy
happy_173.wav,happy
happy_1732.wav,happy
happy_1733.wav,happy
happy_1734.wav,happy
happy_1737.wav,happy
happy_1738.wav,happy
happy_1739.wav,happy
happy_174.wav,happy
happy_1742.wav,happy
happy_1743.wav,happy
happy_1744.wav,happy
happy_1747.wav,happy
happy_1748.wav,happy
happy_1749.wav,happy
happy_1752.wav,happy
happy_1753.wav,happy
happy_1754.wav,happy
happy_1757.wav,happy
happy_1758.wav,happy
happy_1759.wav,happy
happy_1762.wav,happy
happy_1763.wav,happy
happy_1764.wav,happy
happy_1767.wav,happy
happy_1768.wav,happy
happy_1769.wav,happy
happy_177.wav,happy
happy_1772.wav,happy
happy_1773.wav,happy
happy_1774.wav,happy
happy_1777.wav,happy
happy_1778.wav,happy
happy_1779.wav,happy
happy_178.wav,happy
happy_1782.wav,happy
happy_1783.wav,happy
happy_1784.wav,happy
happy_1787.wav,happy
happy_1788.wav,happy
happy_1789.wav,happy
happy_179.wav,happy
happy_1792.wav,happy
happy_1793.wav,happy
happy_1794.wav,happy
happy_1797.wav,happy
happy_1798.wav,happy
happy_1799.wav,happy
happy_18.wav,happy
happy_1802.wav,happy
happy_1803.wav,happy
happy_1804.wav,happy
happy_1807.wav,happy
happy_1808.wav,happy
happy_1809.wav,happy
happy_1812.wav,happy
happy_1813.wav,happy
happy_1814.wav,happy
happy_1818.wav,happy
happy_1819.wav,happy
happy_182.wav,happy
happy_1823.wav,happy
happy_1824.wav,happy
happy_1827.wav,happy
happy_1828.wav,happy
happy_1829.wav,happy
happy_183.wav,happy
happy_1832.wav,happy
happy_1833.wav,happy
happy_1834.wav,happy
happy_1837.wav,happy
happy_1838.wav,happy
happy_1839.wav,happy
happy_184.wav,happy
happy_1842.wav,happy
happy_1843.wav,happy
happy_1844.wav,happy
happy_1847.wav,happy
happy_1848.wav,happy
happy_1849.wav,happy
happy_1852.wav,happy
happy_1853.wav,happy
happy_1854.wav,happy
happy_1857.wav,happy
happy_1858.wav,happy
happy_1859.wav,happy
happy_1862.wav,happy
happy_1863.wav,happy
happy_1864.wav,happy
happy_1867.wav,happy
happy_1868.wav,happy
happy_1869.wav,happy
happy_187.wav,happy
happy_1872.wav,happy
happy_1873.wav,happy
happy_1874.wav,happy
happy_1877.wav,happy
happy_1878.wav,happy
happy_1879.wav,happy
happy_188.wav,happy
happy_1882.wav,happy
happy_1883.wav,happy
happy_1884.wav,happy
happy_1887.wav,happy
happy_1888.wav,happy
happy_1889.wav,happy
happy_189.wav,happy
happy_1892.wav,happy
happy_1893.wav,happy
happy_1894.wav,happy
happy_1897.wav,happy
happy_1898.wav,happy
happy_1899.wav,happy
happy_19.wav,happy
happy_1902.wav,happy
happy_1903.wav,happy
happy_1904.wav,happy
happy_1907.wav,happy
happy_1908.wav,happy
happy_1909.wav,happy
happy_1912.wav,happy
happy_1913.wav,happy
happy_1914.wav,happy
happy_1917.wav,happy
happy_1918.wav,happy
happy_1919.wav,happy
happy_192.wav,happy
happy_1922.wav,happy
happy_1923.wav,happy
happy_1924.wav,happy
happy_1927.wav,happy
happy_1928.wav,happy
happy_1929.wav,happy
happy_193.wav,happy
happy_1932.wav,happy
happy_1933.wav,happy
happy_1934.wav,happy
happy_1937.wav,happy
happy_1938.wav,happy
happy_1939.wav,happy
happy_194.wav,happy
happy_1942.wav,happy
happy_1943.wav,happy
happy_1944.wav,happy
happy_1947.wav,happy
happy_1948.wav,happy
happy_1949.wav,happy
happy_1952.wav,happy
happy_1953.wav,happy
happy_1954.wav,happy
happy_1957.wav,happy
happy_1958.wav,happy
happy_1959.wav,happy
happy_1962.wav,happy
happy_1963.wav,happy
happy_1964.wav,happy
happy_1967.wav,happy
happy_1968.wav,happy
happy_1969.wav,happy
happy_197.wav,happy
happy_1972.wav,happy
happy_1973.wav,happy
happy_1974.wav,happy
happy_1977.wav,happy
happy_1978.wav,happy
happy_1979.wav,happy
happy_198.wav,happy
happy_1982.wav,happy
happy_1983.wav,happy
happy_1984.wav,happy
happy_1987.wav,happy
happy_1988.wav,happy
happy_1989.wav,happy
happy_199.wav,happy
happy_1992.wav,happy
happy_1993.wav,happy
happy_1994.wav,happy
happy_1997.wav,happy
happy_1998.wav,happy
happy_1999.wav,happy
happy_2.wav,happy
happy_2002.wav,happy
happy_2003.wav,happy
happy_2004.wav,happy
happy_2007.wav,happy
happy_2008.wav,happy
happy_2009.wav,happy
happy_2012.wav,happy
happy_2013.wav,happy
happy_2014.wav,happy
happy_2017.wav,happy
happy_2018.wav,happy
happy_2019.wav,happy
happy_202.wav,happy
happy_2022.wav,happy
happy_2023.wav,happy
happy_2024.wav,happy
happy_2027.wav,happy
happy_2028.wav,happy
happy_2029.wav,happy
happy_203.wav,happy
happy_2032.wav,happy
happy_2033.wav,happy
happy_2034.wav,happy
happy_2037.wav,happy
happy_2038.wav,happy
happy_2039.wav,happy
happy_204.wav,happy
happy_2042.wav,happy
happy_2043.wav,happy
happy_2044.wav,happy
happy_2047.wav,happy
happy_2048.wav,happy
happy_2049.wav,happy
happy_2052.wav,happy
happy_2053.wav,happy
happy_2054.wav,happy
happy_2057.wav,happy
happy_2058.wav,happy
happy_2059.wav,happy
happy_2062.wav,happy
happy_2063.wav,happy
happy_2064.wav,happy
happy_2067.wav,happy
happy_2068.wav,happy
happy_2069.wav,happy
happy_207.wav,happy
happy_2072.wav,happy
happy_2073.wav,happy
happy_2074.wav,happy
happy_2077.wav,happy
happy_2078.wav,happy
happy_2079.wav,happy
happy_208.wav,happy
happy_2082.wav,happy
happy_2083.wav,happy
happy_2084.wav,happy
happy_2087.wav,happy
happy_2088.wav,happy
happy_2089.wav,happy
happy_209.wav,happy
happy_2092.wav,happy
happy_2093.wav,happy
happy_2094.wav,happy
happy_2097.wav,happy
happy_2098.wav,happy
happy_2099.wav,happy
happy_2102.wav,happy
happy_2103.wav,happy
happy_2104.wav,happy
happy_2107.wav,happy
happy_2108.wav,happy
happy_2109.wav,happy
happy_2112.wav,happy
happy_2113.wav,happy
happy_2114.wav,happy
happy_2117.wav,happy
happy_2118.wav,happy
happy_2119.wav,happy
happy_212.wav,happy
happy_2122.wav,happy
happy_2123.wav,happy
happy_2124.wav,happy
happy_2127.wav,happy
happy_2128.wav,happy
happy_2129.wav,happy
happy_213.wav,happy
happy_2132.wav,happy
happy_2133.wav,happy
happy_2134.wav,happy
happy_2137.wav,happy
happy_2138.wav,happy
happy_2139.wav,happy
happy_214.wav,happy
happy_2142.wav,happy
happy_2143.wav,happy
happy_2144.wav,happy
happy_2147.wav,happy
happy_2148.wav,happy
happy_2149.wav,happy
happy_2152.wav,happy
happy_2153.wav,happy
happy_2154.wav,happy
happy_2157.wav,happy
happy_2158.wav,happy
happy_2159.wav,happy
happy_2162.wav,happy
happy_2163.wav,happy
happy_2164.wav,happy
happy_2167.wav,happy
happy_2168.wav,happy
happy_2169.wav,happy
happy_217.wav,happy
happy_2172.wav,happy
happy_2173.wav,happy
happy_2174.wav,happy
happy_2177.wav,happy
happy_2178.wav,happy
happy_2179.wav,happy
happy_218.wav,happy
happy_2182.wav,happy
happy_2183.wav,happy
happy_2184.wav,happy
happy_2187.wav,happy
happy_2188.wav,happy
happy_2189.wav,happy
happy_219.wav,happy
happy_2192.wav,happy
happy_2193.wav,happy
happy_2194.wav,happy
happy_2197.wav,happy
happy_2198.wav,happy
happy_2199.wav,happy
happy_22.wav,happy
happy_2202.wav,happy
happy_2203.wav,happy
happy_2204.wav,happy
happy_2207.wav,happy
happy_2208.wav,happy
happy_2209.wav,happy
happy_2212.wav,happy
happy_2213.wav,happy
happy_2214.wav,happy
happy_2217.wav,happy
happy_2218.wav,happy
happy_2219.wav,happy
happy_222.wav,happy
happy_2222.wav,happy
happy_2223.wav,happy
happy_2224.wav,happy
happy_2227.wav,happy
happy_2228.wav,happy
happy_2229.wav,happy
happy_223.wav,happy
happy_2232.wav,happy
happy_2233.wav,happy
happy_2234.wav,happy
happy_2237.wav,happy
happy_2238.wav,happy
happy_2239.wav,happy
happy_224.wav,happy
happy_2242.wav,happy
happy_2243.wav,happy
happy_2244.wav,happy
happy_2247.wav,happy
happy_2248.wav,happy
happy_2249.wav,happy
happy_2252.wav,happy
happy_2253.wav,happy
happy_2254.wav,happy
happy_2257.wav,happy
happy_2258.wav,happy
happy_2259.wav,happy
happy_2262.wav,happy
happy_2263.wav,happy
happy_2264.wav,happy
happy_2267.wav,happy
happy_2268.wav,happy
happy_2269.wav,happy
happy_227.wav,happy
happy_2272.wav,happy
happy_2273.wav,happy
happy_2274.wav,happy
happy_2277.wav,happy
happy_2278.wav,happy
happy_2279.wav,happy
happy_228.wav,happy
happy_2282.wav,happy
happy_2283.wav,happy
happy_2284.wav,happy
happy_2287.wav,happy
happy_2288.wav,happy
happy_2289.wav,happy
happy_229.wav,happy
happy_2292.wav,happy
happy_2293.wav,happy
happy_2294.wav,happy
happy_2297.wav,happy
happy_2298.wav,happy
happy_2299.wav,happy
happy_23.wav,happy
happy_2302.wav,happy
happy_2303.wav,happy
happy_2304.wav,happy
happy_2307.wav,happy
happy_2308.wav,happy
happy_2309.wav,happy
happy_2312.wav,happy
happy_2313.wav,happy
happy_2314.wav,happy
happy_2317.wav,happy
happy_2318.wav,happy
happy_2319.wav,happy
happy_232.wav,happy
happy_2322.wav,happy
happy_2323.wav,happy
happy_2324.wav,happy
happy_2327.wav,happy
happy_2328.wav,happy
happy_2329.wav,happy
happy_233.wav,happy
happy_2332.wav,happy
happy_2333.wav,happy
happy_2334.wav,happy
happy_2337.wav,happy
happy_2338.wav,happy
happy_2339.wav,happy
happy_234.wav,happy
happy_2342.wav,happy
happy_2343.wav,happy
happy_2344.wav,happy
happy_2347.wav,happy
happy_2348.wav,happy
happy_2349.wav,happy
happy_2352.wav,happy
happy_2353.wav,happy
happy_2354.wav,happy
happy_2357.wav,happy
happy_2358.wav,happy
happy_2359.wav,happy
happy_2362.wav,happy
happy_2363.wav,happy
happy_2364.wav,happy
happy_2367.wav,happy
happy_2368.wav,happy
happy_2369.wav,happy
happy_237.wav,happy
happy_2372.wav,happy
happy_2373.wav,happy
happy_2374.wav,happy
happy_2377.wav,happy
happy_2378.wav,happy
happy_2379.wav,happy
happy_238.wav,happy
happy_2382.wav,happy
happy_2383.wav,happy
happy_2384.wav,happy
happy_2387.wav,happy
happy_2388.wav,happy
happy_2389.wav,happy
happy_239.wav,happy
happy_2392.wav,happy
happy_2393.wav,happy
happy_2394.wav,happy
happy_2397.wav,happy
happy_2398.wav,happy
happy_2399.wav,happy
happy_24.wav,happy
happy_2402.wav,happy
happy_2403.wav,happy
happy_2404.wav,happy
happy_2407.wav,happy
happy_2408.wav,happy
happy_2409.wav,happy
happy_2412.wav,happy
happy_2413.wav,happy
happy_2414.wav,happy
happy_2417.wav,happy
happy_2418.wav,happy
happy_2419.wav,happy
happy_242.wav,happy
happy_2422.wav,happy
happy_2423.wav,happy
happy_2424.wav,happy
happy_2427.wav,happy
happy_2428.wav,happy
happy_2429.wav,happy
happy_243.wav,happy
happy_2432.wav,happy
happy_2433.wav,happy
happy_2434.wav,happy
happy_2437.wav,happy
happy_2438.wav,happy
happy_2439.wav,happy
happy_244.wav,happy
happy_2442.wav,happy
happy_2443.wav,happy
happy_2444.wav,happy
happy_2447.wav,happy
happy_2448.wav,happy
happy_2449.wav,happy
happy_2452.wav,happy
happy_2453.wav,happy
happy_2454.wav,happy
happy_2457.wav,happy
happy_2458.wav,happy
happy_2459.wav,happy
happy_2462.wav,happy
happy_2463.wav,happy
happy_2464.wav,happy
happy_2467.wav,happy
happy_2468.wav,happy
happy_2469.wav,happy
happy_247.wav,happy
happy_2472.wav,happy
happy_2473.wav,happy
happy_2474.wav,happy
happy_248.wav,happy
happy_249.wav,happy
happy_252.wav,happy
happy_253.wav,happy
happy_254.wav,happy
happy_257.wav,happy
happy_258.wav,happy
happy_259.wav,happy
happy_262.wav,happy
happy_263.wav,happy
happy_264.wav,happy
happy_267.wav,happy
happy_268.wav,happy
happy_269.wav,happy
happy_27.wav,happy
happy_272.wav,happy
happy_273.wav,happy
happy_274.wav,happy
happy_277.wav,happy
happy_278.wav,happy
happy_279.wav,happy
happy_28.wav,happy
happy_282.wav,happy
happy_283.wav,happy
happy_284.wav,happy
happy_287.wav,happy
happy_288.wav,happy
happy_289.wav,happy
happy_29.wav,happy
happy_292.wav,happy
happy_293.wav,happy
happy_294.wav,happy
happy_297.wav,happy
happy_298.wav,happy
happy_299.wav,happy
happy_3.wav,happy
happy_302.wav,happy
happy_303.wav,happy
happy_304.wav,happy
happy_307.wav,happy
happy_308.wav,happy
happy_309.wav,happy
happy_312.wav,happy
happy_313.wav,happy
happy_314.wav,happy
happy_317.wav,happy
happy_318.wav,happy
happy_319.wav,happy
happy_32.wav,happy
happy_322.wav,happy
happy_323.wav,happy
happy_324.wav,happy
happy_327.wav,happy
happy_328.wav,happy
happy_329.wav,happy
happy_33.wav,happy
happy_332.wav,happy
happy_333.wav,happy
happy_334.wav,happy
happy_337.wav,happy
happy_338.wav,happy
happy_339.wav,happy
happy_34.wav,happy
happy_342.wav,happy
happy_343.wav,happy
happy_344.wav,happy
happy_347.wav,happy
happy_348.wav,happy
happy_349.wav,happy
happy_352.wav,happy
happy_353.wav,happy
happy_354.wav,happy
happy_357.wav,happy
happy_358.wav,happy
happy_359.wav,happy
happy_362.wav,happy
happy_363.wav,happy
happy_364.wav,happy
happy_367.wav,happy
happy_368.wav,happy
happy_369.wav,happy
happy_37.wav,happy
happy_372.wav,happy
happy_373.wav,happy
happy_374.wav,happy
happy_377.wav,happy
happy_378.wav,happy
happy_379.wav,happy
happy_38.wav,happy
happy_382.wav,happy
happy_383.wav,happy
happy_384.wav,happy
happy_387.wav,happy
happy_388.wav,happy
happy_389.wav,happy
happy_39.wav,happy
happy_392.wav,happy
happy_393.wav,happy
happy_394.wav,happy
happy_397.wav,happy
happy_398.wav,happy
happy_399.wav,happy
happy_4.wav,happy
happy_402.wav,happy
happy_403.wav,happy
happy_404.wav,happy
happy_407.wav,happy
happy_408.wav,happy
happy_409.wav,happy
happy_412.wav,happy
happy_413.wav,happy
happy_414.wav,happy
happy_417.wav,happy
happy_418.wav,happy
happy_419.wav,happy
happy_42.wav,happy
happy_422.wav,happy
happy_423.wav,happy
happy_424.wav,happy
happy_427.wav,happy
happy_428.wav,happy
happy_429.wav,happy
happy_43.wav,happy
happy_432.wav,happy
happy_433.wav,happy
happy_434.wav,happy
happy_437.wav,happy
happy_438.wav,happy
happy_439.wav,happy
happy_44.wav,happy
happy_442.wav,happy
happy_443.wav,happy
happy_444.wav,happy
happy_447.wav,happy
happy_448.wav,happy
happy_449.wav,happy
happy_452.wav,happy
happy_453.wav,happy
happy_454.wav,happy
happy_457.wav,happy
happy_458.wav,happy
happy_459.wav,happy
happy_462.wav,happy
happy_463.wav,happy
happy_464.wav,happy
happy_467.wav,happy
happy_468.wav,happy
happy_469.wav,happy
happy_47.wav,happy
happy_472.wav,happy
happy_473.wav,happy
happy_474.wav,happy
happy_477.wav,happy
happy_478.wav,happy
happy_479.wav,happy
happy_48.wav,happy
happy_482.wav,happy
happy_483.wav,happy
happy_484.wav,happy
happy_487.wav,happy
happy_488.wav,happy
happy_489.wav,happy
happy_49.wav,happy
happy_492.wav,happy
happy_493.wav,happy
happy_494.wav,happy
happy_497.wav,happy
happy_498.wav,happy
happy_499.wav,happy
happy_502.wav,happy
happy_503.wav,happy
happy_504.wav,happy
happy_507.wav,happy
happy_508.wav,happy
happy_509.wav,happy
happy_512.wav,happy
happy_513.wav,happy
happy_514.wav,happy
happy_517.wav,happy
happy_518.wav,happy
happy_519.wav,happy
happy_52.wav,happy
happy_522.wav,happy
happy_523.wav,happy
happy_524.wav,happy
happy_527.wav,happy
happy_528.wav,happy
happy_529.wav,happy
happy_53.wav,happy
happy_532.wav,happy
happy_533.wav,happy
happy_534.wav,happy
happy_537.wav,happy
happy_538.wav,happy
happy_539.wav,happy
happy_54.wav,happy
happy_542.wav,happy
happy_543.wav,happy
happy_544.wav,happy
happy_547.wav,happy
happy_548.wav,happy
happy_549.wav,happy
happy_552.wav,happy
happy_553.wav,happy
happy_554.wav,happy
happy_557.wav,happy
happy_558.wav,happy
happy_559.wav,happy
happy_562.wav,happy
happy_563.wav,happy
happy_564.wav,happy
happy_567.wav,happy
